text_id,label,n_words_in_span,mean_saliency_in,mean_saliency_out,spearman_tfd_in_span,spearman_fc_in_span,js_model_span_type,checkpoint,method
video_76,INEQUALITY\/DISCRIMINATION,73,0.0136986301369863,0.0,0.16783173835313633,0.19024747953151458,0.9476550929449863,mrbert_full,saliency
video_76,STEREOTYPE,22,0.0,0.0196078431372549,,,0.9476550929449863,mrbert_full,saliency
video_76,IMPLICIT SEXISM,22,0.0,0.0196078431372549,,,0.9476550929449863,mrbert_full,saliency
video_37,CRITIQUE,21,0.047619047619047616,0.0,0.14770978917519928,0.33245498310218435,0.8602659584251353,mrbert_full,saliency
video_37,IRONY,21,0.047619047619047616,0.0,0.14770978917519928,0.33245498310218435,0.8602659584251353,mrbert_full,saliency
video_37,JOKE,21,0.047619047619047616,0.0,0.14770978917519928,0.33245498310218435,0.8602659584251353,mrbert_full,saliency
video_390,CRITIQUE,40,0.025,0.0,-0.14566799115586984,-0.13190628263758855,0.9152186444228599,mrbert_full,saliency
video_099,CRITIQUE,67,0.014925373134328358,0.0,,,0.9438843463479044,mrbert_full,saliency
video_399,CRITIQUE,69,0.014492753623188406,0.0,0.1400913499539969,0.1493848508240327,0.9452056244772565,mrbert_full,saliency
video_399,STEREOTYPE,69,0.014492753623188406,0.0,0.1400913499539969,0.1493848508240327,0.9452056244772565,mrbert_full,saliency
video_399,REPORTED SEXISM,69,0.014492753623188406,0.0,0.1400913499539969,0.1493848508240327,0.9452056244772565,mrbert_full,saliency
video_133,CRITIQUE,81,0.056149747432717334,0.0,0.041674719709764184,0.029674466616702557,0.7649628134237851,mrbert_full,saliency
video_136,CRITIQUE,47,0.0,0.0,,,0.0,mrbert_full,saliency
video_166,JOKE,30,0.055195118350376285,0.0,-0.08642573358336644,-0.10885229027277404,0.8211059860552251,mrbert_full,saliency
video_166,CRITIQUE,30,0.055195118350376285,0.0,-0.08642573358336644,-0.10885229027277404,0.8211059860552251,mrbert_full,saliency
video_214,CRITIQUE,35,0.0,0.0,,,0.0,mrbert_full,saliency
video_215,CRITIQUE,58,0.017241379310344827,0.0,-0.21767215635778503,-0.22167760948182821,0.9386538169042495,mrbert_full,saliency
video_217,CRITIQUE,85,0.01776500801425613,0.0,-0.08744866695097184,0.027962918787806313,0.889249410515522,mrbert_full,saliency
video_217,REPORTED SEXISM,14,0.0,0.021267967341010857,,,0.889249410515522,mrbert_full,saliency
video_352,CRITIQUE,67,0.02178384034971186,0.0,0.22290651318389562,0.2769958508056286,0.9102909944604318,mrbert_full,saliency
video_359,CRITIQUE,62,0.030995271249367445,0.0,0.00016458997689448277,0.005353087769359639,0.8964717164456236,mrbert_full,saliency
video_362,CRITIQUE,95,0.07651216639375766,0.0,0.052966352893375715,0.08446348283861384,0.7363955818385001,mrbert_full,saliency
video_364,CRITIQUE,78,0.03844198869636455,0.0,-0.17378173620606133,-0.08866965934905867,0.8276225908936728,mrbert_full,saliency
video_45,CRITIQUE,61,0.03500564817278046,0.0,0.21683345940796941,0.21332681373813633,0.8288995205703554,mrbert_full,saliency
video_55,CRITIQUE,98,0.03369929987321581,0.0,0.1840151223309427,0.23827032285177877,0.8546020385961152,mrbert_full,saliency
video_55,REPORTED SEXISM,49,0.0,0.06739859974643161,,,0.8546020385961152,mrbert_full,saliency
video_60,CRITIQUE,25,0.1801762408155737,0.0,0.01554246356825571,0.28770166955272763,0.5256998109226053,mrbert_full,saliency
video_78,CRITIQUE,73,0.0136986301369863,0.0,0.11751396156685154,0.13154841833692077,0.9476550929449863,mrbert_full,saliency
video_124,CRITIQUE,83,0.009214493040273854,0.0,-0.18906956472879385,-0.18921372228340053,0.9528530666702709,mrbert_full,saliency
video_124,REPORTED SEXISM,83,0.009214493040273854,0.0,-0.18906956472879385,-0.18921372228340053,0.9528530666702709,mrbert_full,saliency
video_04,JOKE,49,0.0688648106188307,0.0,,,0.7527991243094344,mrbert_full,input_x_gradient
video_04,IDEOLOGICAL AND INEQUALITY,29,0.11635778345940359,0.0,,,0.7527991243094344,mrbert_full,input_x_gradient
video_04,INEQUALITY\/DISCRIMINATION,24,0.0,0.09119934379250552,,,0.7527991243094344,mrbert_full,input_x_gradient
video_04,IRONY,12,0.0,0.0688648106188307,,,0.7527991243094344,mrbert_full,input_x_gradient
video_05,IRONY,86,0.011627906976744186,0.0,,,0.9542016542350434,mrbert_full,input_x_gradient
video_05,JOKE,53,0.018867924528301886,0.0,,,0.9542016542350434,mrbert_full,input_x_gradient
video_05,INEQUALITY\/DISCRIMINATION,86,0.011627906976744186,0.0,,,0.9542016542350434,mrbert_full,input_x_gradient
video_05,IDEOLOGICAL AND INEQUALITY,45,0.0,0.024390243902439025,,,0.9542016542350434,mrbert_full,input_x_gradient
video_05,IMPLICIT SEXISM,7,0.0,0.012658227848101266,,,0.9542016542350434,mrbert_full,input_x_gradient
video_30,INEQUALITY\/DISCRIMINATION,59,0.08321049176414419,0.0,-0.07568846495929289,0.07548664913615255,0.7566528258819797,mrbert_full,input_x_gradient
video_30,IRONY,59,0.08321049176414419,0.0,-0.07568846495929289,0.07548664913615255,0.7566528258819797,mrbert_full,input_x_gradient
video_30,JOKE,59,0.08321049176414419,0.0,-0.07568846495929289,0.07548664913615255,0.7566528258819797,mrbert_full,input_x_gradient
video_30,IDEOLOGICAL AND INEQUALITY,12,0.0,0.1044557237039257,,,0.7566528258819797,mrbert_full,input_x_gradient
video_106,IMPLICIT SEXISM,63,0.022903257626199106,0.0,0.21974510014426243,0.17855311807925706,0.8995227106751751,mrbert_full,input_x_gradient
video_106,STEREOTYPE,63,0.022903257626199106,0.0,0.21974510014426243,0.17855311807925706,0.8995227106751751,mrbert_full,input_x_gradient
video_107,IMPLICIT SEXISM,28,0.0,0.047570297570297564,,,0.900839520012817,mrbert_full,input_x_gradient
video_107,INEQUALITY\/DISCRIMINATION,28,0.0,0.047570297570297564,,,0.900839520012817,mrbert_full,input_x_gradient
video_327,STEREOTYPE,54,0.0247992747992748,0.0,0.1472697182383717,0.26872338504600723,0.8883167122428077,mrbert_full,input_x_gradient
video_327,IMPLICIT SEXISM,54,0.0247992747992748,0.0,0.1472697182383717,0.26872338504600723,0.8883167122428077,mrbert_full,input_x_gradient
video_373,STEREOTYPE,31,0.056638044914134746,0.0,-0.17389204932899488,-0.14995532900030484,0.8587833401013653,mrbert_full,input_x_gradient
video_373,INEQUALITY\/DISCRIMINATION,59,0.029758972751494524,0.0,-0.12758298043827582,-0.10574368110400142,0.8587833401013653,mrbert_full,input_x_gradient
video_375,STEREOTYPE,74,0.030213292349214677,0.0,0.17814051109106374,0.3068928198884906,0.8345296905310237,mrbert_full,input_x_gradient
video_375,IMPLICIT SEXISM,74,0.030213292349214677,0.0,0.17814051109106374,0.3068928198884906,0.8345296905310237,mrbert_full,input_x_gradient
video_375,IRONY,70,0.03193976619774123,0.0,0.21327636913417103,0.33803562583198904,0.8345296905310237,mrbert_full,input_x_gradient
video_375,INEQUALITY\/DISCRIMINATION,74,0.030213292349214677,0.0,0.17814051109106374,0.3068928198884906,0.8345296905310237,mrbert_full,input_x_gradient
video_383,STEREOTYPE,74,0.009850942625044703,0.0,0.0056705714021967005,0.005671622734575388,0.9098769921532437,mrbert_full,input_x_gradient
video_383,IMPLICIT SEXISM,37,0.0,0.019701885250089406,,,0.9098769921532437,mrbert_full,input_x_gradient
video_143,OBJECTIFICATION,44,0.022727272727272728,0.0,0.13816968865032075,0.19841849104930276,0.9730188943255537,mrbert_full,input_x_gradient
video_143,STEREOTYPE,45,0.022222222222222223,0.0,0.10452749388792273,0.16266269795836466,0.9730188943255537,mrbert_full,input_x_gradient
video_144,INEQUALITY\/DISCRIMINATION,85,0.011764705882352941,0.0,0.10692336725967674,0.12253378472602318,0.953761531974144,mrbert_full,input_x_gradient
video_144,STEREOTYPE,85,0.011764705882352941,0.0,0.10692336725967674,0.12253378472602318,0.953761531974144,mrbert_full,input_x_gradient
video_144,IMPLICIT SEXISM,64,0.0,0.047619047619047616,,,0.953761531974144,mrbert_full,input_x_gradient
video_148,STEREOTYPE,50,0.024408629441624363,0.0,0.20260128910945327,0.23509922492533813,0.9110308107960672,mrbert_full,input_x_gradient
video_148,INEQUALITY\/DISCRIMINATION,23,0.0,0.025966627065557833,,,0.9110308107960672,mrbert_full,input_x_gradient
video_148,IRONY,5,0.0,0.01877586880124951,,,0.9110308107960672,mrbert_full,input_x_gradient
video_148,OBJECTIFICATION,15,0.0,0.022189663128749423,,,0.9110308107960672,mrbert_full,input_x_gradient
video_148,IMPLICIT SEXISM,15,0.0,0.022189663128749423,,,0.9110308107960672,mrbert_full,input_x_gradient
video_150,STEREOTYPE,34,0.0,0.2324844207045657,,,0.5949360330613276,mrbert_full,input_x_gradient
video_150,INEQUALITY\/DISCRIMINATION,13,0.0,0.09686850862690237,,,0.5949360330613276,mrbert_full,input_x_gradient
video_151,INEQUALITY\/DISCRIMINATION,44,0.0,0.0,,,0.0,mrbert_full,input_x_gradient
video_201,STEREOTYPE,106,0.020751909254267745,0.0,0.08032881228671407,0.09366634204528138,0.8601998716063765,mrbert_full,input_x_gradient
video_201,IMPLICIT SEXISM,27,0.0,0.027844333936106087,,,0.8601998716063765,mrbert_full,input_x_gradient
video_201,OBJECTIFICATION,43,0.0,0.03491591080876795,,,0.8601998716063765,mrbert_full,input_x_gradient
video_356,INEQUALITY\/DISCRIMINATION,40,0.04719438877755511,0.0,0.14367957564266404,0.3352523431662161,0.8984769969344182,mrbert_full,input_x_gradient
video_356,IMPLICIT SEXISM,5,0.37755511022044086,0.0,0.15389675281277312,0.8720815992723809,0.8984769969344182,mrbert_full,input_x_gradient
video_357,INEQUALITY\/DISCRIMINATION,95,0.0074784052294363315,0.0,-0.1129492892649397,-0.15639959777723395,0.957788854914895,mrbert_full,input_x_gradient
video_59,STEREOTYPE,56,0.01205655757286192,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,input_x_gradient
video_59,INEQUALITY\/DISCRIMINATION,56,0.01205655757286192,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,input_x_gradient
video_59,IRONY,56,0.01205655757286192,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,input_x_gradient
video_59,IMPLICIT SEXISM,56,0.01205655757286192,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,input_x_gradient
video_59,JOKE,56,0.01205655757286192,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,input_x_gradient
video_62,STEREOTYPE,64,0.04080630602589641,0.0,0.04325766140902181,0.17039508846845278,0.7276462137022347,mrbert_full,input_x_gradient
video_62,IRONY,8,0.0,0.046635778315310183,,,0.7276462137022347,mrbert_full,input_x_gradient
video_76,INEQUALITY\/DISCRIMINATION,73,0.0136986301369863,0.0,0.16783173835313633,0.19024747953151458,0.9476550929449863,mrbert_full,input_x_gradient
video_76,STEREOTYPE,22,0.0,0.0196078431372549,,,0.9476550929449863,mrbert_full,input_x_gradient
video_76,IMPLICIT SEXISM,22,0.0,0.0196078431372549,,,0.9476550929449863,mrbert_full,input_x_gradient
video_37,CRITIQUE,21,0.047619047619047616,0.0,0.14770978917519928,0.33245498310218435,0.8602659584251353,mrbert_full,input_x_gradient
video_37,IRONY,21,0.047619047619047616,0.0,0.14770978917519928,0.33245498310218435,0.8602659584251353,mrbert_full,input_x_gradient
video_37,JOKE,21,0.047619047619047616,0.0,0.14770978917519928,0.33245498310218435,0.8602659584251353,mrbert_full,input_x_gradient
video_390,CRITIQUE,40,0.025,0.0,-0.14566799115586984,-0.13190628263758855,0.9152186444228599,mrbert_full,input_x_gradient
video_099,CRITIQUE,67,0.014925373134328358,0.0,,,0.9438843463479044,mrbert_full,input_x_gradient
video_399,CRITIQUE,69,0.014492753623188406,0.0,0.1400913499539969,0.1493848508240327,0.9452056244772565,mrbert_full,input_x_gradient
video_399,STEREOTYPE,69,0.014492753623188406,0.0,0.1400913499539969,0.1493848508240327,0.9452056244772565,mrbert_full,input_x_gradient
video_399,REPORTED SEXISM,69,0.014492753623188406,0.0,0.1400913499539969,0.1493848508240327,0.9452056244772565,mrbert_full,input_x_gradient
video_133,CRITIQUE,81,0.04830502448692993,0.0,0.036569021064693605,0.02818965151005371,0.777774979182492,mrbert_full,input_x_gradient
video_136,CRITIQUE,47,0.0,0.0,,,0.0,mrbert_full,input_x_gradient
video_166,JOKE,30,0.06654381654381655,0.0,-0.08642573358336644,-0.10885229027277404,0.8201120408255747,mrbert_full,input_x_gradient
video_166,CRITIQUE,30,0.06654381654381655,0.0,-0.08642573358336644,-0.10885229027277404,0.8201120408255747,mrbert_full,input_x_gradient
video_214,CRITIQUE,35,0.0,0.0,,,0.0,mrbert_full,input_x_gradient
video_215,CRITIQUE,58,0.017241379310344827,0.0,-0.21767215635778503,-0.22167760948182821,0.9386538169042495,mrbert_full,input_x_gradient
video_217,CRITIQUE,85,0.02366743345382846,0.0,-0.08512485622080615,0.025789555641737075,0.8938702394975987,mrbert_full,input_x_gradient
video_217,REPORTED SEXISM,14,0.0,0.02833425131796365,,,0.8938702394975987,mrbert_full,input_x_gradient
video_352,CRITIQUE,67,0.027500352188387422,0.0,0.22168770478860092,0.27686033424456913,0.908945787513815,mrbert_full,input_x_gradient
video_359,CRITIQUE,62,0.023294749605233474,0.0,0.010039988590563449,0.015071000950658676,0.8982542817123081,mrbert_full,input_x_gradient
video_362,CRITIQUE,95,0.05308069034838213,0.0,0.043856165396787,0.0747914178435083,0.7642908622231867,mrbert_full,input_x_gradient
video_364,CRITIQUE,78,0.02129548775575607,0.0,-0.17836983621904498,-0.09477966948907783,0.8469785252755669,mrbert_full,input_x_gradient
video_45,CRITIQUE,61,0.020534128917702437,0.0,0.21683345940796941,0.21332681373813633,0.8538969367508339,mrbert_full,input_x_gradient
video_55,CRITIQUE,98,0.029666028687555107,0.0,0.17849617382878774,0.23020697274193133,0.8598830807680758,mrbert_full,input_x_gradient
video_55,REPORTED SEXISM,49,0.0,0.059332057375110214,,,0.8598830807680758,mrbert_full,input_x_gradient
video_60,CRITIQUE,25,0.09820991253644315,0.0,-0.01748527151428767,0.23861743201079272,0.5996754668711899,mrbert_full,input_x_gradient
video_78,CRITIQUE,73,0.0136986301369863,0.0,0.11751396156685154,0.13154841833692077,0.9476550929449863,mrbert_full,input_x_gradient
video_124,CRITIQUE,83,0.004113496664184629,0.0,-0.18906956472879385,-0.18921372228340053,0.9528530666702709,mrbert_full,input_x_gradient
video_124,REPORTED SEXISM,83,0.004113496664184629,0.0,-0.18906956472879385,-0.18921372228340053,0.9528530666702709,mrbert_full,input_x_gradient
video_04,JOKE,49,0.06143085705199541,0.0,,,0.76342945953225,mrbert_full,ig
video_04,IDEOLOGICAL AND INEQUALITY,29,0.10379696536371638,0.0,,,0.76342945953225,mrbert_full,ig
video_04,INEQUALITY\/DISCRIMINATION,24,0.0,0.08135437825804798,,,0.76342945953225,mrbert_full,ig
video_04,IRONY,12,0.0,0.06143085705199541,,,0.76342945953225,mrbert_full,ig
video_05,IRONY,86,0.010675492703655228,0.0,,,0.9542016542350434,mrbert_full,ig
video_05,JOKE,53,0.01732249759461037,0.0,,,0.9542016542350434,mrbert_full,ig
video_05,INEQUALITY\/DISCRIMINATION,86,0.010675492703655228,0.0,,,0.9542016542350434,mrbert_full,ig
video_05,IDEOLOGICAL AND INEQUALITY,45,0.0,0.02239249689059389,,,0.9542016542350434,mrbert_full,ig
video_05,IMPLICIT SEXISM,7,0.0,0.0116214224368905,,,0.9542016542350434,mrbert_full,ig
video_30,INEQUALITY\/DISCRIMINATION,59,0.05573834090152369,0.0,-0.06788553042740704,0.08821664617982324,0.7645445924114646,mrbert_full,ig
video_30,IRONY,59,0.05573834090152369,0.0,-0.06788553042740704,0.08821664617982324,0.7645445924114646,mrbert_full,ig
video_30,JOKE,59,0.05573834090152369,0.0,-0.06788553042740704,0.08821664617982324,0.7645445924114646,mrbert_full,ig
video_30,IDEOLOGICAL AND INEQUALITY,12,0.0,0.06996940666361486,,,0.7645445924114646,mrbert_full,ig
video_106,IMPLICIT SEXISM,63,0.018053417672840584,0.0,0.2187958772494708,0.17562342168505196,0.9070754179898118,mrbert_full,ig
video_106,STEREOTYPE,63,0.018053417672840584,0.0,0.2187958772494708,0.17562342168505196,0.9070754179898118,mrbert_full,ig
video_107,IMPLICIT SEXISM,28,0.0,0.05831460683450846,,,0.8828541045716217,mrbert_full,ig
video_107,INEQUALITY\/DISCRIMINATION,28,0.0,0.05831460683450846,,,0.8828541045716217,mrbert_full,ig
video_327,STEREOTYPE,54,0.018569583065705934,0.0,0.1421432407047575,0.26627567691936826,0.9273619092165825,mrbert_full,ig
video_327,IMPLICIT SEXISM,54,0.018569583065705934,0.0,0.1421432407047575,0.26627567691936826,0.9273619092165825,mrbert_full,ig
video_373,STEREOTYPE,31,0.008904068857662971,0.0,-0.19434993748534724,-0.16968629334245025,0.8636312921012765,mrbert_full,ig
video_373,INEQUALITY\/DISCRIMINATION,59,0.004678409060805968,0.0,-0.13588355988847692,-0.11299379490690158,0.8636312921012765,mrbert_full,ig
video_375,STEREOTYPE,74,0.028154515689358305,0.0,0.17412204802305656,0.30317930774729995,0.8315379785676056,mrbert_full,ig
video_375,IMPLICIT SEXISM,74,0.028154515689358305,0.0,0.17412204802305656,0.30317930774729995,0.8315379785676056,mrbert_full,ig
video_375,IRONY,70,0.029763345157321635,0.0,0.20864930321068656,0.33411273357445176,0.8315379785676056,mrbert_full,ig
video_375,INEQUALITY\/DISCRIMINATION,74,0.028154515689358305,0.0,0.17412204802305656,0.30317930774729995,0.8315379785676056,mrbert_full,ig
video_383,STEREOTYPE,74,0.001934045102438112,0.0,-0.001767108297428739,-0.0017674359219374462,0.9163233754457794,mrbert_full,ig
video_383,IMPLICIT SEXISM,37,0.0,0.003868090204876224,,,0.9163233754457794,mrbert_full,ig
video_144,INEQUALITY\/DISCRIMINATION,85,0.011764705882352941,0.0,0.10692336725967674,0.12253378472602318,0.953761531974144,mrbert_full,ig
video_144,STEREOTYPE,85,0.011764705882352941,0.0,0.10692336725967674,0.12253378472602318,0.953761531974144,mrbert_full,ig
video_144,IMPLICIT SEXISM,64,0.0,0.047619047619047616,,,0.953761531974144,mrbert_full,ig
video_148,STEREOTYPE,50,0.021618364652788415,0.0,0.20769461760661828,0.23949095494804712,0.9183372743396212,mrbert_full,ig
video_148,INEQUALITY\/DISCRIMINATION,23,0.0,0.022998260268923845,,,0.9183372743396212,mrbert_full,ig
video_148,IRONY,5,0.0,0.016629511271375703,,,0.9183372743396212,mrbert_full,ig
video_148,OBJECTIFICATION,15,0.0,0.019653058775262192,,,0.9183372743396212,mrbert_full,ig
video_148,IMPLICIT SEXISM,15,0.0,0.019653058775262192,,,0.9183372743396212,mrbert_full,ig
video_150,STEREOTYPE,34,0.0,0.2863521202004725,,,0.5725011185398473,mrbert_full,ig
video_150,INEQUALITY\/DISCRIMINATION,13,0.0,0.11931338341686354,,,0.5725011185398473,mrbert_full,ig
video_356,INEQUALITY\/DISCRIMINATION,40,0.05704300053890231,0.0,0.13170627767244203,0.32905925800920466,0.8948111765654848,mrbert_full,ig
video_356,IMPLICIT SEXISM,5,0.45634400431121847,0.0,-0.05129891760425771,0.5642880936468347,0.8948111765654848,mrbert_full,ig
video_59,STEREOTYPE,56,0.0053943269574875125,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,ig
video_59,INEQUALITY\/DISCRIMINATION,56,0.0053943269574875125,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,ig
video_59,IRONY,56,0.0053943269574875125,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,ig
video_59,IMPLICIT SEXISM,56,0.0053943269574875125,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,ig
video_59,JOKE,56,0.0053943269574875125,0.0,0.21283645198172974,0.22969851718749998,0.9351530779109262,mrbert_full,ig
video_62,STEREOTYPE,64,0.07273015113351443,0.0,0.019621250971868037,0.14708704144707857,0.7229992864390621,mrbert_full,ig
video_62,IRONY,8,0.0,0.08312017272401649,,,0.7229992864390621,mrbert_full,ig
video_37,CRITIQUE,21,0.047619047619047616,0.0,0.14770978917519928,0.33245498310218435,0.8602659584251353,mrbert_full,ig
video_37,IRONY,21,0.047619047619047616,0.0,0.14770978917519928,0.33245498310218435,0.8602659584251353,mrbert_full,ig
video_37,JOKE,21,0.047619047619047616,0.0,0.14770978917519928,0.33245498310218435,0.8602659584251353,mrbert_full,ig
video_390,CRITIQUE,40,0.025,0.0,-0.14566799115586984,-0.13190628263758855,0.9152186444228599,mrbert_full,ig
video_099,CRITIQUE,67,0.014925373134328358,0.0,,,0.9438843463479044,mrbert_full,ig
video_399,CRITIQUE,69,0.014492753623188406,0.0,0.1400913499539969,0.1493848508240327,0.9452056244772565,mrbert_full,ig
video_399,STEREOTYPE,69,0.014492753623188406,0.0,0.1400913499539969,0.1493848508240327,0.9452056244772565,mrbert_full,ig
